"","time","iraq","barack.obama","afghanistan","new.york","california","gop","george.w.bush","wall.street","john.mccain","supreme.court","iran","china","mitt.romney","republican.party","texas","hillary.clinton","israel","middle.east","florida","tea.party","europe","bill.clinton","medicare","sarah.palin","washington.post","christian","democratic.party","russia","pakistan","ohio","vietnam","british","ronald.reagan","massachusetts","social.security","chicago","arizona","new.york.city","d.c.","reagan","pentagon","virginia","jewish","european","fox.news","world.war.ii","iowa","syria","pennsylvania"
"1283","2010-07-17",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0
"1284","2010-07-18",0,2,0,11,2,4,1,9,1,2,0,0,0,2,0,0,3,0,1,5,0,2,1,1,1,1,1,1,0,1,1,0,2,1,1,1,1,0,0,4,0,3,0,0,0,0,0,0,1
"1285","2010-07-19",4,5,8,12,4,1,1,7,2,6,4,4,0,4,7,1,3,0,3,21,2,3,1,9,7,12,6,3,4,1,5,3,3,1,1,1,1,2,2,8,2,1,2,0,3,1,0,0,0
"1286","2010-07-20",10,4,6,14,6,2,0,6,1,3,3,6,0,4,5,0,9,2,2,1,10,0,0,2,6,5,2,3,6,0,3,2,1,0,1,2,3,4,0,1,1,3,2,7,2,4,0,1,1
"1287","2010-07-21",7,3,4,9,4,5,0,6,1,5,3,1,0,4,3,1,2,2,2,2,0,0,3,2,3,8,1,1,2,1,0,1,0,0,5,1,4,1,4,1,2,8,3,0,6,2,0,1,2
"1288","2010-07-22",8,9,8,6,6,6,0,8,0,1,6,3,0,2,7,2,6,1,3,7,1,5,1,1,4,6,2,1,1,0,1,0,1,2,1,2,10,0,3,2,1,1,1,0,5,1,0,0,5
"1289","2010-07-23",7,4,13,7,5,2,0,7,1,4,9,3,0,1,4,1,6,2,0,4,10,1,5,1,2,5,1,2,5,0,1,0,1,1,5,1,7,1,4,1,2,2,0,2,6,2,1,2,1
"1290","2010-07-24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0
"1291","2010-07-25",6,2,6,2,0,2,0,3,1,2,1,0,0,0,0,0,0,2,1,6,0,0,0,1,1,1,0,0,7,0,1,0,1,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0
"1292","2010-07-26",10,6,17,15,7,5,0,9,3,3,7,2,0,6,4,3,7,3,1,11,3,4,4,8,3,7,1,5,11,1,6,3,3,3,3,5,2,2,1,7,3,4,4,0,7,4,1,0,1
"1293","2010-07-27",3,3,14,13,2,3,0,7,0,1,1,3,0,0,0,0,4,0,0,2,3,0,3,4,2,5,0,2,10,1,6,3,3,1,4,0,5,2,0,4,5,6,2,2,4,0,0,0,0
"1294","2010-07-28",7,4,9,11,3,0,0,3,1,1,5,3,0,1,2,0,1,0,4,1,3,2,3,0,3,0,0,1,5,2,4,0,3,1,3,4,16,1,1,4,4,1,1,1,1,4,0,1,4
"1295","2010-07-29",9,5,9,9,4,4,0,3,4,2,0,2,0,1,3,1,0,0,1,3,2,1,0,2,1,4,2,2,3,1,6,3,2,0,1,1,13,0,0,5,4,0,0,0,2,1,1,0,1
"1296","2010-07-30",9,1,10,15,3,1,0,1,1,2,1,1,0,1,3,1,3,1,4,5,4,0,1,4,2,4,1,2,6,1,0,3,0,2,4,0,3,2,0,3,3,8,3,2,4,1,0,1,1
"1297","2010-07-31",1,3,1,2,2,1,0,0,1,0,4,0,0,0,0,0,3,0,0,0,3,0,0,2,0,13,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,5,2,0,0,0,0,0
"1298","2010-08-01",1,4,1,7,1,0,0,0,0,0,2,0,0,2,0,0,1,3,0,1,1,0,2,1,2,8,1,1,1,0,4,2,0,0,1,1,0,2,0,1,0,0,1,1,1,1,0,1,1
"1299","2010-08-02",8,5,8,24,2,6,0,3,3,5,6,3,0,2,3,2,12,2,3,7,3,3,2,7,2,6,2,1,1,3,0,0,0,1,1,0,13,7,0,1,4,6,9,1,5,0,1,0,3
"1300","2010-08-03",9,7,9,22,16,7,1,3,1,0,11,5,0,1,2,2,20,4,3,5,3,0,1,6,2,9,0,4,3,3,2,1,5,0,1,1,4,4,1,5,2,4,18,1,2,2,0,1,4
"1301","2010-08-04",4,4,8,21,16,3,0,3,2,10,2,0,0,1,5,0,3,2,0,0,1,2,0,2,5,8,0,3,5,1,5,2,2,2,0,1,4,3,2,5,2,0,4,1,1,2,3,0,1
"1302","2010-08-05",6,5,4,12,20,2,0,7,1,15,4,0,0,3,3,2,3,1,2,2,2,1,0,1,4,1,0,0,1,0,0,1,3,2,3,3,4,2,0,7,3,4,4,0,0,3,1,1,1
"1303","2010-08-06",2,7,1,4,13,2,0,3,1,9,1,4,0,2,2,3,4,1,3,2,5,0,0,2,2,2,2,3,1,1,0,1,5,2,4,0,1,1,1,8,2,2,4,0,2,2,4,0,0
"1304","2010-08-07",5,5,2,11,7,3,0,2,1,2,5,2,1,2,2,1,10,5,1,3,3,2,0,2,1,4,2,3,3,0,1,2,2,4,0,1,2,3,0,6,1,0,12,1,1,1,0,1,1
"1305","2010-08-08",2,1,2,4,6,4,0,1,0,7,1,0,0,1,4,1,0,0,1,1,2,1,1,3,2,2,1,0,0,0,1,1,0,0,2,0,0,0,1,1,1,3,3,1,2,0,0,0,0
"1306","2010-08-09",8,4,6,22,5,1,0,16,3,6,0,2,1,1,5,0,0,1,4,8,7,3,1,6,4,6,3,1,3,1,2,1,1,0,5,4,6,2,3,5,4,4,1,5,2,1,0,0,6
"1307","2010-08-10",6,2,5,22,6,3,0,5,1,3,11,7,0,1,6,0,8,4,4,6,7,0,1,5,1,26,1,0,4,3,3,3,4,0,7,0,3,3,1,5,2,5,7,3,3,4,1,0,3
"1308","2010-08-11",9,7,9,9,11,6,0,8,3,2,4,2,0,2,4,2,8,6,0,3,5,2,1,2,1,5,3,4,3,3,3,1,2,1,1,5,2,4,2,2,4,3,3,2,3,1,2,1,3
"1309","2010-08-12",4,4,5,7,2,4,0,5,1,2,6,0,0,1,2,1,2,0,0,4,3,0,2,2,0,1,1,0,3,0,1,0,3,0,5,2,5,1,1,9,2,1,0,1,1,1,0,0,0
"1310","2010-08-13",4,6,3,6,2,5,0,6,3,1,1,4,1,3,0,3,1,0,1,4,5,0,3,5,2,2,3,3,2,0,2,1,1,0,3,1,2,1,3,4,5,1,0,2,1,2,1,0,2
"1311","2010-08-14",5,1,4,4,1,4,0,2,2,1,1,0,0,1,0,1,2,2,1,1,2,3,1,1,1,5,0,3,3,0,1,0,1,1,1,0,1,2,0,1,1,0,0,2,0,0,1,0,0
"1312","2010-08-15",3,0,4,2,2,1,0,2,0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,1,0
"1313","2010-08-16",11,10,12,29,4,9,0,12,3,7,3,2,0,4,1,1,2,1,4,6,7,3,1,3,5,13,2,0,4,0,3,2,0,0,3,2,7,4,2,2,9,2,5,3,3,4,1,0,0
"1314","2010-08-17",6,5,4,28,0,3,0,5,1,0,1,2,0,4,2,1,3,4,2,3,4,0,3,10,2,8,2,1,4,2,6,2,1,1,4,2,3,7,2,3,2,4,6,1,0,4,0,1,4
"1315","2010-08-18",8,8,10,34,10,11,0,4,1,7,2,3,2,2,3,2,4,1,3,10,6,1,0,7,2,11,4,1,11,1,3,1,2,0,0,3,8,3,0,2,2,2,6,4,3,2,3,0,6
"1316","2010-08-19",6,6,3,14,7,8,0,4,3,1,1,2,0,5,0,2,0,0,0,8,4,1,1,4,1,6,2,0,3,1,2,4,0,1,3,2,9,2,2,0,3,2,4,3,2,1,0,0,0
"1317","2010-08-20",9,8,10,17,4,3,0,0,1,3,2,1,1,0,2,3,1,3,3,1,3,0,0,3,0,12,1,0,3,3,2,2,0,0,0,4,0,4,3,1,1,2,6,2,4,0,0,0,2
"1318","2010-08-21",1,4,3,7,2,2,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,1,0,0,0,1,0,1,0,4,0,2,2,0,2,0,1,2,0,0,2,0,1,0
"1319","2010-08-22",1,1,1,4,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,2,1,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0
"1320","2010-08-23",8,5,5,17,10,3,0,1,1,0,4,1,0,5,0,1,8,3,5,2,8,2,3,7,2,33,1,0,3,0,3,0,2,0,4,2,3,5,1,6,4,1,8,3,5,2,1,0,0
"1321","2010-08-24",5,12,7,26,12,4,1,1,1,7,2,4,1,0,2,0,3,5,3,3,6,0,1,6,3,13,1,2,4,2,3,2,2,5,3,1,5,4,2,2,1,1,6,3,5,2,1,0,4
"1322","2010-08-25",9,4,11,21,10,6,0,3,1,3,4,3,0,7,4,0,2,1,3,10,6,2,2,9,1,10,0,0,6,7,1,0,1,3,2,6,4,2,5,3,1,2,1,3,5,1,3,1,4
"1323","2010-08-26",14,8,9,19,9,4,0,4,3,3,1,2,0,8,5,1,8,7,13,12,3,2,2,7,4,5,4,5,2,2,5,1,1,1,7,2,3,2,6,2,6,2,3,0,8,2,0,0,1
"1324","2010-08-27",5,8,7,21,3,2,0,5,5,7,4,7,1,3,3,4,3,2,2,9,7,2,6,9,3,15,0,2,7,2,0,2,0,1,2,3,2,5,3,3,0,1,3,2,3,1,2,0,0
"1325","2010-08-28",0,3,0,3,1,2,0,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0
"1326","2010-08-29",1,2,1,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,1,2,3,2,7,2,0,0,0,3,0,1,1,2,0,0,1,3,2,1,1,0,0,1,0,0,0,2
"1327","2010-08-30",8,10,7,15,11,5,0,5,4,2,6,0,2,7,2,4,3,1,6,12,3,1,2,8,2,4,3,0,5,0,2,3,2,1,2,1,5,0,3,4,1,0,6,1,6,2,4,0,1
"1328","2010-08-31",14,4,5,14,2,4,0,9,1,3,5,4,0,4,2,1,2,4,4,12,3,2,7,7,2,15,1,3,3,1,1,3,0,0,8,2,2,2,1,5,2,0,1,1,6,2,0,1,3
"1329","2010-09-01",25,9,13,10,4,4,0,1,3,2,4,3,0,6,2,1,7,4,1,6,3,1,6,8,0,3,4,1,2,2,7,3,2,1,5,1,3,1,1,3,2,1,4,2,2,0,1,1,2
"1330","2010-09-02",8,2,3,11,6,3,0,6,1,2,0,1,0,2,2,0,4,2,3,3,2,0,2,2,1,7,2,1,1,1,2,1,1,2,3,1,1,2,1,1,1,0,1,1,3,0,1,0,2
"1331","2010-09-03",6,3,3,10,16,1,0,9,0,1,1,2,0,2,2,0,11,1,3,5,4,1,0,2,1,3,4,0,0,1,0,0,1,1,5,2,2,2,3,5,1,2,9,4,1,0,1,0,0
"1332","2010-09-04",6,4,3,5,7,0,0,2,1,1,7,0,0,1,0,0,1,1,0,3,2,0,2,3,2,1,1,1,1,0,1,1,0,0,1,1,6,1,1,0,2,0,0,1,3,1,1,1,0
"1333","2010-09-05",3,1,2,6,3,0,0,1,0,0,1,2,0,1,2,0,0,1,1,2,9,0,1,0,1,2,0,1,2,0,1,1,0,0,1,0,2,2,0,0,1,0,1,6,1,2,0,0,0
"1334","2010-09-06",0,2,0,2,5,1,0,4,0,1,1,0,0,0,1,1,4,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,2,0,0,0
"1335","2010-09-07",10,7,5,12,6,9,0,12,0,3,1,5,0,3,1,2,4,2,3,7,2,0,7,4,2,5,1,5,0,1,5,0,0,2,10,3,3,0,0,1,4,2,0,0,1,1,4,0,5
"1336","2010-09-08",6,5,5,17,6,8,0,11,3,5,6,2,1,5,2,3,10,4,8,10,6,2,5,8,1,17,1,0,3,5,0,0,4,1,5,1,4,1,1,6,0,1,8,5,4,1,3,0,3
"1337","2010-09-09",12,4,7,17,2,0,0,4,0,3,7,3,0,2,0,1,5,7,14,4,2,1,1,4,3,26,1,2,2,0,1,2,0,2,7,5,1,3,3,1,2,0,4,2,3,1,0,0,0
"1338","2010-09-10",12,8,8,28,7,2,0,5,3,7,4,3,0,2,2,2,4,5,11,8,6,3,2,9,3,14,3,1,4,2,4,1,1,2,2,4,3,2,6,2,3,2,11,2,4,2,1,0,1
"1339","2010-09-11",5,0,1,6,1,3,0,1,0,2,3,0,0,1,1,0,0,0,1,2,4,0,0,1,1,4,1,0,1,2,1,0,1,0,1,1,1,0,0,2,0,0,1,1,3,1,0,0,0
"1340","2010-09-12",4,1,3,9,2,1,0,2,0,1,0,1,0,1,0,1,4,1,3,3,3,0,0,1,0,8,0,0,0,1,0,2,0,0,2,0,0,2,0,1,0,2,0,1,1,2,0,0,1
"1341","2010-09-13",15,3,11,16,2,4,1,17,3,1,8,3,2,3,3,1,13,4,9,6,3,2,0,6,3,7,2,0,2,0,1,0,2,3,1,1,0,1,3,4,2,1,5,2,2,1,3,0,0
"1342","2010-09-14",12,7,8,20,2,3,0,5,2,1,3,1,0,2,2,5,7,3,3,5,3,2,1,4,5,9,2,0,6,0,1,2,2,1,5,2,0,3,2,3,3,2,4,1,1,0,0,0,3
"1343","2010-09-15",11,4,5,29,8,14,0,11,0,4,2,1,1,4,2,1,3,2,3,17,1,4,4,5,0,13,3,3,1,3,0,7,5,4,6,4,5,1,3,10,1,1,2,0,2,3,0,0,1
"1344","2010-09-16",13,5,6,9,9,9,0,6,0,3,3,2,0,3,3,2,0,3,4,18,9,4,3,5,1,9,3,0,1,2,1,3,0,0,6,2,4,1,5,0,3,5,2,5,2,3,0,1,7
"1345","2010-09-17",1,4,2,3,5,4,0,2,0,1,1,1,0,2,1,1,0,3,2,11,0,1,1,3,2,7,3,1,1,0,1,0,1,0,5,2,1,0,1,2,0,2,0,0,0,0,0,0,1
"1346","2010-09-18",1,1,1,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"1347","2010-09-19",1,0,1,7,2,1,0,0,0,1,0,1,0,2,0,0,1,0,0,3,5,1,1,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,2,0,0,2,0,0,0,0,0
"1348","2010-09-20",5,7,7,18,1,7,0,3,1,5,8,3,0,1,6,1,8,3,3,10,2,5,3,4,2,6,4,0,2,3,4,1,2,2,3,1,6,2,0,3,1,1,1,1,7,2,0,0,0
"1349","2010-09-21",9,10,7,12,7,8,0,11,1,2,4,9,0,8,3,1,8,4,4,19,4,3,4,6,3,8,2,4,2,2,3,4,2,3,2,4,2,1,2,6,1,2,3,3,3,0,1,0,2
"1350","2010-09-22",7,10,8,21,3,4,0,11,1,3,3,1,0,2,4,3,2,1,2,10,4,8,1,3,4,5,4,1,4,0,5,1,1,0,2,6,1,3,1,1,3,3,1,2,3,1,1,1,2
"1351","2010-09-23",5,5,8,15,18,4,0,11,3,3,5,3,0,3,1,1,7,2,5,6,7,6,9,5,5,8,3,3,5,1,5,4,1,1,5,4,6,4,7,4,1,3,2,3,0,1,2,0,2
"1352","2010-09-24",5,4,7,16,4,14,1,4,2,3,4,4,0,7,1,1,2,1,2,9,5,2,1,2,3,4,3,1,8,5,2,3,3,1,1,1,3,1,4,7,4,3,0,1,2,2,0,0,2
"1353","2010-09-25",4,2,2,4,2,2,0,1,0,0,0,1,0,1,0,0,6,1,1,4,4,0,0,0,0,3,2,0,0,0,1,1,0,0,1,2,0,1,2,0,0,0,2,2,1,1,2,0,1
"1354","2010-09-26",1,1,2,1,1,5,0,3,2,0,0,0,0,2,0,0,5,1,0,3,0,0,0,0,0,1,1,1,0,1,2,1,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"1355","2010-09-27",7,2,10,9,13,4,0,2,1,1,9,1,2,2,1,1,7,3,1,4,5,1,1,0,4,3,1,0,8,1,2,5,3,3,0,0,2,2,2,4,2,1,1,2,3,0,1,0,3
"1356","2010-09-28",6,6,10,26,18,12,0,18,2,4,3,7,0,8,3,3,5,2,4,12,2,4,5,1,2,4,6,1,2,2,8,0,1,3,5,5,3,4,3,3,2,0,2,1,0,3,1,0,2
"1357","2010-09-29",1,9,3,13,16,5,1,4,1,3,4,4,0,4,3,3,8,4,3,14,3,5,7,8,5,7,3,2,2,1,2,4,4,2,6,4,1,1,1,8,4,2,4,1,3,2,2,0,3
"1358","2010-09-30",5,1,7,4,12,8,0,6,1,4,1,4,0,8,1,1,4,3,3,7,2,4,1,2,1,4,4,1,2,2,2,0,2,1,7,2,4,0,2,7,2,1,0,2,1,1,0,0,5
"1359","2010-10-01",1,5,4,6,8,13,0,11,0,2,4,0,0,1,5,0,12,3,1,4,5,2,2,2,2,6,3,2,2,1,1,1,0,1,9,11,2,0,0,0,1,2,0,3,4,2,1,0,2
"1360","2010-10-02",4,0,3,1,1,2,0,0,0,2,1,1,0,1,0,0,2,1,1,4,1,1,1,1,2,6,0,1,0,0,6,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"1361","2010-10-03",1,0,0,7,3,1,0,2,0,2,1,4,0,1,0,1,1,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,3,2,2,0,0,0,0,0,0,3
"1362","2010-10-04",11,3,6,9,6,6,0,10,2,5,1,3,1,1,5,1,5,0,4,6,9,2,4,2,2,4,5,0,3,4,3,2,2,3,5,5,1,3,6,7,2,3,5,5,1,2,0,0,0
"1363","2010-10-05",6,11,8,18,13,5,0,12,3,2,1,1,2,4,3,2,6,3,3,14,4,0,0,6,2,3,2,0,6,1,2,2,0,2,5,5,1,5,7,0,3,3,0,1,10,1,1,0,3
"1364","2010-10-06",7,3,8,17,18,6,0,6,1,5,3,9,0,4,9,1,16,3,4,17,8,2,5,4,4,7,2,4,5,5,0,4,3,3,8,7,9,2,3,9,1,2,12,4,3,0,2,1,8
"1365","2010-10-07",8,3,4,9,15,4,0,1,1,4,3,3,0,1,0,0,7,3,5,9,7,0,3,2,0,2,4,4,3,1,1,2,0,1,4,7,1,2,2,3,0,3,5,3,4,0,0,0,0
"1366","2010-10-08",6,2,6,15,9,9,0,4,2,5,1,3,0,4,2,1,3,0,1,6,1,1,4,2,2,1,1,0,6,2,0,1,1,0,4,4,2,2,4,1,0,5,0,1,0,4,1,0,2
"1367","2010-10-09",1,1,1,2,7,3,0,1,0,0,1,1,0,1,0,0,2,1,1,2,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1368","2010-10-10",2,2,2,4,0,7,0,1,0,5,3,3,0,1,0,0,0,0,1,8,6,0,0,2,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,4,1,3,0,0,0
"1369","2010-10-11",4,6,4,17,13,9,0,11,2,3,2,6,1,3,4,3,8,2,4,22,4,0,3,6,1,1,0,1,5,6,1,0,2,3,2,3,3,1,0,2,3,3,4,1,1,3,0,0,2
"1370","2010-10-12",10,6,6,9,5,3,0,8,0,4,3,0,0,2,3,1,12,4,1,10,1,3,2,1,2,5,2,0,2,1,7,3,1,0,3,4,2,1,2,1,1,1,9,1,1,0,2,0,0
"1371","2010-10-13",3,7,3,16,8,6,0,4,1,12,2,9,0,6,2,4,4,0,3,13,1,5,4,3,2,1,3,2,0,5,0,0,1,0,5,4,1,4,4,2,2,4,1,0,4,2,0,1,0
"1372","2010-10-14",4,5,3,13,15,7,0,9,1,7,5,3,0,4,3,1,7,0,0,14,1,2,4,1,2,3,4,1,4,2,1,1,2,1,16,1,1,2,1,8,3,3,5,0,2,3,1,0,2
"1373","2010-10-15",8,7,4,8,9,7,0,11,1,4,7,2,0,2,3,2,10,4,1,9,2,2,3,4,1,5,3,2,1,4,2,0,1,1,2,0,0,1,1,5,3,1,9,1,2,1,1,0,2
"1374","2010-10-16",2,3,5,11,5,2,0,3,1,1,0,4,0,1,1,0,0,1,1,3,0,1,0,1,0,1,3,0,2,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"1375","2010-10-17",2,1,0,3,2,3,0,1,0,1,1,2,0,2,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,0,1,2,0,3,0,2,0,0,0,1,0,0,0
"1376","2010-10-18",8,9,9,13,15,7,0,7,2,5,1,3,0,5,4,1,7,5,4,10,7,4,9,7,4,3,2,3,3,7,2,4,0,2,8,2,3,1,5,0,4,4,3,3,3,3,4,0,4
"1377","2010-10-19",2,2,3,8,12,11,0,6,0,7,2,1,0,4,2,2,1,1,4,7,1,2,1,4,3,3,5,0,2,4,0,2,2,2,2,4,3,0,4,6,0,4,3,0,2,0,2,0,3
"1378","2010-10-20",6,2,4,21,15,6,0,6,0,4,0,3,0,6,2,1,3,2,5,13,2,1,8,4,1,6,5,3,2,6,5,3,4,0,8,1,0,2,0,8,2,3,3,1,2,3,0,0,1
"1379","2010-10-21",7,3,3,12,9,8,0,5,3,4,3,1,0,1,3,1,4,2,0,21,3,2,3,5,0,11,3,3,1,6,1,1,3,2,6,0,3,1,4,8,0,4,6,1,5,2,2,0,3
"1380","2010-10-22",5,5,4,15,18,10,0,10,2,2,1,4,1,9,3,1,3,4,2,16,4,7,4,6,6,7,4,1,2,8,0,2,2,1,2,4,2,3,0,7,3,5,4,2,6,1,2,0,4
"1381","2010-10-23",1,1,0,4,7,1,0,3,0,1,0,0,0,2,0,0,1,1,3,6,0,0,2,2,1,2,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,2
"1382","2010-10-24",1,3,1,2,5,1,0,2,1,3,0,0,0,3,2,0,0,0,1,4,1,0,0,2,0,1,1,0,2,0,1,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,4,0,1
"1383","2010-10-25",2,6,6,13,13,7,0,7,2,6,1,0,1,6,2,2,0,1,9,15,2,2,2,5,2,1,5,1,2,7,5,0,3,2,4,2,11,3,3,5,5,1,3,1,2,3,0,0,2
"1384","2010-10-26",6,7,9,15,34,12,0,10,4,10,4,4,1,5,6,3,3,2,6,14,3,3,2,10,6,7,6,2,1,4,2,1,2,2,4,3,5,0,2,6,4,6,0,2,6,4,4,0,3
"1385","2010-10-27",8,7,10,19,13,12,0,11,4,15,5,1,0,6,5,1,6,1,5,27,4,2,5,4,2,1,5,2,5,8,4,4,1,2,4,3,4,2,7,2,1,3,3,2,4,3,4,0,7
"1386","2010-10-28",7,11,10,15,14,10,0,7,2,9,5,2,0,5,3,1,7,3,8,18,9,3,5,7,5,6,8,2,2,8,3,4,2,2,9,6,4,2,3,3,5,8,4,6,5,2,2,0,7
"1387","2010-10-29",7,8,8,13,12,7,0,12,4,4,6,7,0,8,3,0,1,2,2,17,8,2,9,6,3,3,5,2,1,1,6,2,2,1,13,0,3,1,2,3,3,2,1,5,4,1,0,0,2
"1388","2010-10-30",1,1,1,1,7,4,0,0,0,1,0,0,0,3,2,0,1,0,2,0,1,0,0,1,0,2,2,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,1,2,0,0,0,0
"1389","2010-10-31",6,5,4,11,3,4,0,8,1,5,2,0,0,5,0,1,0,0,1,14,3,3,4,3,1,3,7,0,0,5,1,2,3,1,4,1,0,1,1,7,0,2,0,2,1,0,0,0,2
"1390","2010-11-01",18,10,12,26,19,9,0,8,1,2,4,6,0,6,5,2,4,3,10,23,4,5,1,8,3,3,8,4,4,10,8,1,2,2,4,4,3,1,2,4,3,5,3,1,7,2,3,0,3
"1391","2010-11-02",5,12,6,26,28,19,0,9,4,13,5,6,1,11,3,2,6,1,11,27,4,6,7,7,3,6,9,6,2,12,6,3,3,0,8,1,7,4,2,10,0,9,3,2,4,3,2,0,8
"1392","2010-11-03",10,19,8,21,20,34,1,22,3,10,2,3,1,18,11,3,1,2,9,47,6,5,12,11,4,5,12,1,0,6,5,1,2,8,17,4,3,0,4,8,1,2,5,4,7,2,2,0,6
"1393","2010-11-04",6,9,7,10,14,9,0,12,1,8,3,4,0,5,6,1,4,4,6,12,1,1,5,4,3,1,5,2,2,3,1,2,0,3,8,9,3,1,1,0,2,2,1,1,4,3,0,0,4
"1394","2010-11-05",4,9,1,6,13,14,0,11,2,2,1,4,0,1,5,0,2,2,4,13,2,5,8,2,2,4,5,2,0,1,0,3,1,1,8,1,5,0,0,4,0,0,2,1,3,2,2,0,3
"1395","2010-11-06",1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"1396","2010-11-07",7,2,1,0,2,4,1,6,0,2,0,0,0,0,1,1,7,0,1,9,2,0,2,2,0,4,1,1,0,0,1,0,2,0,1,0,0,0,0,4,0,0,1,2,1,0,3,0,1
"1397","2010-11-08",8,7,8,8,5,8,0,7,2,5,2,6,1,3,0,1,10,2,0,14,3,2,6,2,1,7,5,0,2,2,2,6,4,0,12,1,0,1,3,8,4,2,4,1,1,3,0,0,0
"1398","2010-11-09",7,1,5,11,7,11,1,14,0,9,6,2,0,4,3,1,12,6,3,15,4,3,6,4,2,13,2,1,1,3,5,3,3,1,5,1,4,1,3,4,4,3,3,2,1,2,9,0,2
"1399","2010-11-10",4,7,6,12,3,7,0,8,2,4,1,5,0,6,3,1,1,1,2,12,3,4,7,2,1,5,8,2,4,1,3,3,3,1,8,0,1,3,3,6,1,3,2,0,1,2,1,0,4
"1400","2010-11-12",4,3,2,4,3,1,0,6,0,4,2,0,0,4,1,2,3,1,1,5,0,2,1,2,0,0,2,2,2,0,2,1,0,1,5,0,0,0,1,2,0,0,1,0,0,1,2,0,1
"1401","2010-11-13",0,1,0,1,0,3,0,1,0,0,3,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
"1402","2010-11-15",11,6,10,17,6,6,0,5,4,5,2,6,0,6,1,1,8,2,2,6,5,2,1,3,4,5,4,4,6,0,8,3,3,2,2,3,2,1,4,10,3,1,6,3,1,1,1,0,1
"1403","2010-11-16",3,4,5,12,7,4,0,5,1,6,0,1,1,1,0,2,3,0,3,7,3,1,3,4,2,2,2,0,1,2,1,1,2,0,4,5,3,2,3,3,0,2,1,2,1,0,2,0,0
"1404","2010-11-17",10,10,12,13,2,5,0,11,2,1,2,2,0,2,1,3,10,3,1,10,4,2,7,1,2,0,6,2,3,1,6,2,3,0,6,3,2,3,2,5,2,1,3,0,4,4,1,0,0
"1405","2010-11-18",7,7,8,17,12,3,0,5,1,5,2,2,1,0,2,1,4,2,3,4,3,0,4,6,2,1,1,3,6,2,0,3,2,2,8,2,8,4,2,8,3,0,2,2,3,2,0,0,0
"1406","2010-11-19",4,3,5,8,12,6,0,4,3,3,5,3,3,3,4,2,1,2,3,9,1,1,1,3,1,3,5,9,5,1,3,2,3,2,2,2,5,1,2,4,6,2,0,0,3,4,1,0,5
"1407","2010-11-20",1,0,1,2,3,2,0,2,0,0,1,1,0,2,1,0,3,1,1,0,0,0,2,0,1,4,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,0,3,0,0,0,0,0,0
"1408","2010-11-21",0,3,1,4,5,0,0,2,1,1,1,3,0,4,0,0,1,0,0,4,2,1,2,0,0,0,0,0,0,2,2,1,0,1,1,2,0,0,0,0,1,0,0,1,0,1,0,0,1
